lat(위도),lon(경도)
33.47497791051246,124.84848820497497
37.59092414839435,127.07916015456429
37.48903985645996,126.92799695905563
37.60781547271973,127.04752308144033
37.51525499486452,127.06163872740076
37.537317915649616,127.12087801176534
37.58463806316882,127.0883357940357
37.62849787116597,127.0396573929258
37.578114724733446,127.06635549098584
37.49643627657352,127.0694414995865
37.60667964756061,127.07663555038411
37.498064563084945,127.05880914065683
37.608310502867354,127.099716433471
37.52943639208815,127.13400136400557
37.491740132623335,126.84078292858348
37.58210050416997,127.05235631990107
37.580491443533326,126.96863617233497
37.49114036203837,127.02354494388081
37.500283075610625,126.98971629573666
37.50130510363898,126.935030933265
37.47444476536802,126.93505223731978
37.661541514023774,127.07338766605547
37.62003909362896,127.01828158595286
37.52855467716833,126.90777629144058
37.617368753671585,126.91961607786669
37.53462970351401,126.85115817141232
37.49323748914955,126.83135796037546
37.59289603162034,126.923011842744
37.586382369624,127.01374146025361
37.679493646317255,127.05563890272818
37.579141586463074,126.9175119778266
37.56980452221351,126.80904554267774
37.48360032549178,126.97359864847428
37.51383455511129,126.86590115680607
37.48995387830789,127.03113143408954
37.635307150531325,127.03155700231754
37.55553437019821,127.13520973689691
37.59917388150013,126.92393760225323
37.655805071806036,127.07229812594171
37.52254805243859,126.93840161051959
37.64795124868145,126.93075926366627
37.525326219776574,127.0504662910924
37.577385004131955,126.89267855191885
37.49951071360214,127.06474012892144
37.583865882801994,127.03569641977953
37.5170245901619,127.10058928920267
37.52239922393142,126.83669954371055
37.63792539367226,127.03723036880042
37.55417756769529,126.90909066489029
37.509161601235334,127.02655329751636
37.456956528103575,127.05965001337009
37.50926971157633,127.11042924451682
37.56642705207215,126.92928540188686
37.58336829709777,126.91194066193819
37.52241200588714,126.96144350238191
37.60991191054685,127.07815811377478
37.553315397499546,126.90611994821239
37.56487112299608,126.97670733006846
37.565209774940165,127.08712923204483
37.49577539307815,126.90476587422064
37.540240265956605,127.09434163682356
37.54446090073832,126.84906933000889
37.58512282236973,127.04367362830372
37.485796766973955,126.97701053736904
37.543105239082465,127.0861644496842
37.50623707098478,126.90954795459471
37.58204538705334,127.0866738498829
37.48492379069111,126.88727460989519
37.483405298723525,126.90407226786218
37.573846823884594,127.04597338015103
