사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,lat(위도),lon(경도)
2022010200100040,2022년 1월 2일 09시,일요일,경기도 용인시 기흥구 고매동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,54세,상해없음,승용,남,32세,경상,37.2647025701643,127.10344829513552
2022010200100107,2022년 1월 2일 13시,일요일,경기도 용인시 수지구 동천동,경상사고,0,0,8,0,차대차 - 측면충돌,차로위반,건조,맑음,단일로 - 기타,승용,남,40세,상해없음,승용,남,49세,경상,37.33776972391599,127.10356119373228
2022010500100065,2022년 1월 5일 08시,수요일,경기도 용인시 기흥구 상갈동,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,29세,상해없음,승용,남,66세,경상,37.280559539966646,127.10387273899563
2022010600100078,2022년 1월 6일 08시,목요일,경기도 용인시 기흥구 고매동,경상사고,0,0,1,0,차대차 - 기타,차로위반,건조,맑음,단일로 - 기타,승용,남,39세,상해없음,특수,남,53세,경상,37.26784308929728,127.10185282425556
2022010700100530,2022년 1월 7일 20시,금요일,경기도 용인시 처인구 남사읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,승용,남,46세,경상,37.096286598155686,127.12102732127546
2022010900100338,2022년 1월 9일 23시,일요일,경기도 용인시 기흥구 고매동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,39세,상해없음,승용,남,60세,상해없음,37.22494960960035,127.103081650842
2022011100100147,2022년 1월 11일 10시,화요일,경기도 용인시 기흥구 공세동,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,52세,상해없음,승용,남,28세,경상,37.24178443970028,127.10477479060442
2022011300100047,2022년 1월 13일 07시,목요일,경기도 용인시 기흥구 상갈동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,50세,상해없음,승용,남,44세,경상,37.26811354131796,127.10186267890283
2022011400100327,2022년 1월 14일 15시,금요일,경기도 용인시 기흥구 보정동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승합,남,61세,상해없음,승용,남,41세,경상,37.306635873906274,127.10358929119444
2022011500100079,2022년 1월 15일 09시,토요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,8,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,24세,상해없음,승용,남,45세,경상,37.27235612071255,127.10365630022471
2022012000100151,2022년 1월 20일 11시,목요일,경기도 용인시 기흥구 공세동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,47세,상해없음,승용,남,34세,경상,37.22377515955763,127.10229876403662
2022012000100348,2022년 1월 20일 17시,목요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,1,1,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,42세,부상신고,화물,남,42세,경상,37.286993944136746,127.10341031680228
2022012100100256,2022년 1월 21일 12시,금요일,경기도 용인시 기흥구 보정동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,34세,상해없음,승용,여,32세,경상,37.31622611358701,127.10342607632111
2022012300100028,2022년 1월 23일 06시,일요일,경기도 용인시 기흥구 공세동,중상사고,0,1,1,0,차량단독 - 전도전복 - 전도,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,28세,경상,,,,,37.24156761812257,127.10462935199963
2022012300100149,2022년 1월 23일 14시,일요일,경기도 용인시 기흥구 공세동,경상사고,0,0,5,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21세,상해없음,승용,여,51세,경상,37.23375820340591,127.10634988917904
2022012500100073,2022년 1월 25일 08시,화요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,47세,상해없음,승용,남,46세,경상,37.26912944318598,127.10106781535636
2022012500100540,2022년 1월 25일 22시,화요일,경기도 용인시 기흥구 상갈동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,기타 - 기타,승용,남,50세,상해없음,승용,남,42세,상해없음,37.26639527594678,127.1028755004843
2022020600100152,2022년 2월 6일 16시,일요일,경기도 용인시 기흥구 고매동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,22세,상해없음,승용,여,35세,경상,37.26743091746262,127.10258809864206
2022020800100266,2022년 2월 8일 15시,화요일,경기도 용인시 기흥구 고매동,중상사고,0,1,2,0,차대차 - 측면충돌,안전거리미확보,젖음/습기,맑음,기타 - 기타,화물,남,58세,상해없음,승용,남,58세,경상,37.22792244361859,127.10524168953528
2022021100100257,2022년 2월 11일 15시,금요일,경기도 용인시 기흥구 하갈동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,42세,상해없음,승합,남,44세,경상,37.28672470206519,127.10376145343857
2022021100100451,2022년 2월 11일 20시,금요일,경기도 용인시 기흥구 공세동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,59세,상해없음,승용,여,45세,경상,37.23919033135805,127.10535205099
2022021200100013,2022년 2월 12일 01시,토요일,경기도 용인시 기흥구 공세동,중상사고,0,2,0,0,차대차 - 추돌,안전운전불이행,서리/결빙,맑음,단일로 - 기타,화물,남,43세,중상,승용,남,41세,상해없음,37.23205750298215,127.1072380452272
2022021500100009,2022년 2월 15일 04시,화요일,경기도 용인시 기흥구 고매동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,42세,상해없음,기타불명,기타불명,미분류,기타불명,37.23067782078539,127.10707610587426
2022021500100139,2022년 2월 15일 12시,화요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,63세,상해없음,화물,남,45세,경상,37.27927037967543,127.1038230936226
2022021600100036,2022년 2월 16일 07시,수요일,경기도 용인시 기흥구 보라동,중상사고,0,1,0,1,차대차 - 측면충돌,차로위반,건조,맑음,단일로 - 기타,승용,남,55세,상해없음,승용,남,48세,부상신고,37.25586152578799,127.10394571472531
2022021800100222,2022년 2월 18일 13시,금요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,4,2,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,36세,상해없음,승용,여,49세,부상신고,37.28980688396096,127.10358734461552
2022022500100029,2022년 2월 25일 06시,금요일,경기도 용인시 기흥구 신갈동,중상사고,0,1,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,56세,중상,승용,남,51세,경상,37.28093804346847,127.10384819420584
2022022600100386,2022년 2월 26일 19시,토요일,경기도 용인시 기흥구 공세동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,27세,상해없음,승합,여,53세,경상,37.2407573125985,127.1049154483079
2022022600100450,2022년 2월 26일 21시,토요일,경기도 용인시 처인구 남사읍,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,젖음/습기,맑음,단일로 - 기타,화물,남,61세,부상신고,승합,남,41세,상해없음,37.10226263208014,127.11809402210451
