lon(경도),lat(위도)
126.99965212682883,37.56257300961082
127.10027887145291,37.51369752681124
126.8979954487446,37.47812859589633
127.12828780626583,37.540442135764884
127.0443896603067,37.50473396868448
126.99868047679034,37.53521290833428
126.84097860789379,37.56853594896229
127.00456708358183,37.53850064651644
127.1015628453235,37.52333738365161
126.92993792575682,37.482207937078066
126.92276572501393,37.617420256446465
127.06042104798041,37.49327533479698
126.90675971503946,37.58114309874175
126.9022642435983,37.562624862364856
127.07261204604654,37.59308187727308
126.90893411772419,37.48507019055061
126.93648524276995,37.47488426073125
126.97071503262113,37.56040076897731
127.02434450576258,37.63951458063211
126.8843805266496,37.523315373627035
126.94572170096114,37.51055858255115
127.05949183506395,37.47620909046211
126.97258682786025,37.54221992462427
127.01842569461454,37.620535418880344
126.95197209734054,37.497554150496605
127.06076520776551,37.513701414723315
127.0674404581141,37.654786875810245
127.04038013012617,37.643634160376585
126.92271392683563,37.60653184308015
127.08123576277524,37.64902302979847
127.08145463884053,37.48852944076753
127.01161863808476,37.62003874519342
127.05732687443493,37.56321796934336
127.07805672453247,37.59978043789466
127.11820862324826,37.54138344219342
127.05972479438678,37.498185156037195
127.06092973558287,37.59756375040291
127.09058220366643,37.50735480048768
127.07924428139557,37.622246155547614
127.06908717081659,37.63663094538771
127.02510425215378,37.64658412199251
126.91583366378373,37.567821434442315
126.89181082124517,37.4834690059378
127.04559866609614,37.68383586123884
127.10400200448741,37.48364065661332
127.00455959260776,37.56357617516124
127.00565209363212,37.53188926589014
126.89316783428269,37.4821059225137
127.0297266470956,37.65777018690076
126.93531139254362,37.58116596411417
127.02954426689566,37.64175271970005
126.89639301548753,37.521250192141494
126.89731355382158,37.526392588369575
127.02441651400028,37.567704889606766
127.07137835838711,37.592906147891426
127.15430129803376,37.49603004548963
127.02335094444841,37.649551459851054
126.98209946347866,37.48268245355851
127.0213007439973,37.51663971724803
127.08289920170978,37.51150121320067
127.00252308612835,37.51221758600126
